decimalLatitude;decimalLongitude
43.337803;5.478889
36.39751;4.662322
37.727875;-8.718221
43.496944;6.529167
45.456192;9.15755
49.223865;4.01679
44.787037;-0.69266
37.088056;-8.163611
36.39685;4.661649
42.641125;2.538368
42.267085;8.693702
37.456921;-4.07921
39.346157;3.112036
44.633889;-1.106944
41.20765;-8.274351
45.757917;9.816664
48.351295;-1.193443
42.305625;3.285422
43.926983;4.121561
45.198689;5.712652
39.771192;-4.574748
41.633087;-3.687282
45.57351;9.713491
43.644761;3.833791
44.011524;-0.466751
40.153824;-4.398685
41.406516;9.151782
49.491298;1.221775
44.920804;9.60704
41.583905;9.307186
44.146111;9.662778
43.921235;8.103104
41.421556;1.864187
37.4175;-5.961945
43.155338;6.480782
42.564807;2.524318
44.271133;9.393713
46.053568;4.579132
40.663092;0.510733
45.245742;1.780726
41.625695;9.301369
41.549729;9.299045
37.270561;-6.939784
45.434544;-0.199458
44.92079;9.60703
45.072095;7.681957
41.484179;2.326967
43.18946;3.029825
43.326552;5.712761
43.550562;1.377854
46.699378;4.928755
48.817386;2.272478
39.364812;-0.472092
36.64892;4.92105
41.005157;0.938527
37.185278;-7.369167
43.830322;7.55807
37.184712;-6.943475
48.886459;2.346604
45.724605;4.938592
49.288754;0.921166
46.63677;-0.254733
48.237932;2.245416
48.59893;-2.18783
46.736;-1.950075
47.229323;2.084099
47.916465;-1.969469
48.859339;2.151331
41.141967;1.376854
43.394924;3.682596
48.859073;2.151006
37.270957;-6.940361
36.839126;-2.375858
41.480927;2.188436
41.4325;2.165
43.39489;3.682581
39.84673;4.257205
39.554008;-0.531022
44.822224;-0.402222
47.949279;-0.549457
45.70989;-1.030361
47.107097;-1.273022
41.624464;9.26934
44.193284;1.377226
43.684889;1.360034
45.579662;9.296392
43.274575;3.174887
43.338463;3.220442
47.8396;-1.900821
43.029311;-0.104615
49.446035;5.600987
46.126041;3.420396
39.043081;1.371183
46.786075;4.860797
46.670898;-1.426385
49.279433;-0.105242
43.780375;7.484431
41.978391;2.799334
37.178003;-3.6021
37.331063;-5.845538
37.333071;-5.840823
43.295199;5.396368
43.270283;5.408559
32.155127;-5.631132
41.906689;8.66891
43.667145;4.130948
42.336884;-1.802096
36.088055;-5.773056
49.036313;2.218757
42.53352;3.07721
42.310426;3.290587
43.27101;6.106439
41.872248;-8.261803
41.354324;1.961399
43.704467;7.280199
39.514168;-0.49
42.375427;3.069187
40.521247;0.15507
42.329108;3.198275
41.622485;8.974145
36.12311;-5.34246
42.69313;2.65466
43.70614;3.87901
37.14234;-2.77736
32.053325;-4.382504
43.6855;4.13654
41.49566;2.20632
44.84984;-0.45126
44.82222;-0.40222
41.505434;-7.800895
43.793933;7.676902
37.800947;-8.690052
43.631122;7.123207
40.27988;9.63403
41.909047;8.687348
30.074003;-9.665577
37.03833;-7.772533
37.207853;-7.43551
38.775247;-8.627053
37.102378;-7.757615
37.180662;-7.880853
37.035118;-7.814113
37.028312;-7.957048
37.310642;-8.791222
37.033019;-7.815495
39.463391;-6.352794
37.470125;-7.471173
41.160998;-7.59658
38.387109;-8.788774
37.041201;-7.958688
37.073276;-8.077278
37.027047;-7.95738
37.208037;-7.435602
37.208;-7.435578
37.207903;-7.435531
37.031298;-7.980162
38.959019;-8.528503
38.959192;-8.079889
43.148462;6.417803
43.720742;7.377222
42.67376;2.5735
42.4948;3.06078
42.4948;3.06078
42.4948;3.06078
42.4948;3.06078
42.40477;3.18197
42.40477;3.18197
42.40477;3.18197
42.40477;3.18197
42.40477;3.18197
42.4948;3.06078
42.4948;3.06078
42.4948;3.06078
42.4948;3.06078
31.418612;-6.005556
39.604845;3.366078
36.510203;6.584143
42.662457;9.069486
43.282113;5.347589
39.704697;3.43312
39.460845;3.174765
38.709632;-9.168227
39.675278;8.460556
41.532305;1.657652
43.67468;7.155
43.27467;5.52427
43.28014;5.27815
43.18757;5.39747
43.16125;6.38001
43.16125;6.38001
43.16125;6.38001
43.08564;5.88436
43.16125;6.38001
43.17874;5.76603
43.45731;5.40872
43.16125;6.38001
43.07879;6.12959
43.45731;5.40872
43.67468;7.155
43.98474;5.92989
43.08229;6.00699
43.17552;5.88885
43.17216;6.01166
43.42285;6.64249
43.41427;6.88904
43.16125;6.38001
42.9853;6.24714
43.06747;6.49732
43.15733;6.50276
43.07879;6.12959
43.16125;6.38001
43.17552;5.88885
42.9853;6.24714
42.9853;6.24714
43.24312;6.63114
43.16125;6.38001
43.16125;6.38001
43.15733;6.50276
43.15733;6.50276
43.16866;6.13446
43.75478;7.40947
43.67468;7.155
43.8544;7.16808
43.98474;5.92989
44.01922;7.55488
43.50413;6.89513
43.67934;7.03119
43.58948;7.02487
43.75478;7.40947
43.58483;7.14849
43.58483;7.14849
43.75478;7.40947
43.75478;7.40947
43.75478;7.40947
43.75478;7.40947
43.75478;7.40947
43.75478;7.40947
43.74968;7.53341
43.27748;5.40121
43.66988;7.27878
43.50413;6.89513
43.27748;5.40121
43.67934;7.03119
43.8544;7.16808
42.97762;6.49189
43.76454;7.16153
43.67934;7.03119
43.68386;6.90736
43.67468;7.155
43.68824;6.78351
43.67934;7.03119
43.8544;7.16808
43.85908;7.04388
43.8544;7.16808
43.67934;7.03119
43.67934;7.03119
43.68386;6.90736
43.76454;7.16153
43.67934;7.03119
43.58483;7.14849
43.58483;7.14849
43.58483;7.14849
43.58483;7.14849
43.58483;7.14849
43.17552;5.88885
43.67468;7.155
43.67468;7.155
43.58483;7.14849
43.85908;7.04388
43.67468;7.155
43.58483;7.14849
43.67468;7.155
43.58483;7.14849
43.67468;7.155
43.42693;6.51918
43.8544;7.16808
43.27748;5.40121
43.27748;5.40121
43.16125;6.38001
43.08564;5.88436
43.16866;6.13446
45.1596;4.84129
43.08229;6.00699
43.75478;7.40947
43.16125;6.38001
43.50413;6.89513
43.67468;7.155
43.16125;6.38001
43.34478;6.26741
43.66988;7.27878
44.76721;4.849745
43.24312;6.63114
43.08229;6.00699
43.08229;6.00699
43.08229;6.00699
43.08564;5.88436
43.16125;6.38001
43.41427;6.88904
43.15733;6.50276
42.98893;6.12474
42.98893;6.12474
43.08564;5.88436
43.07879;6.12959
42.9853;6.24714
43.32877;6.7599
43.17552;5.88885
43.17552;5.88885
43.17552;5.88885
43.67934;7.03119
43.32877;6.7599
43.07879;6.12959
42.9853;6.24714
43.08564;5.88436
43.17552;5.88885
43.28014;5.27815
42.9853;6.24714
43.67468;7.155
43.58483;7.14849
43.75478;7.40947
43.66988;7.27878
43.75478;7.40947
43.66988;7.27878
43.58483;7.14849
43.75478;7.40947
43.75478;7.40947
43.58948;7.02487
43.75478;7.40947
43.75478;7.40947
43.75478;7.40947
43.66988;7.27878
43.75478;7.40947
43.17552;5.88885
43.66988;7.27878
43.08229;6.00699
43.8544;7.16808
43.76454;7.16153
43.76454;7.16153
43.67934;7.03119
43.67934;7.03119
43.76454;7.16153
43.76454;7.16153
43.76454;7.16153
43.18476;5.52034
43.76454;7.16153
43.76454;7.16153
42.97762;6.49189
43.8544;7.16808
43.67934;7.03119
43.67934;7.03119
43.67934;7.03119
43.67934;7.03119
43.68386;6.90736
43.68386;6.90736
43.67468;7.155
43.50413;6.89513
43.67468;7.155
43.67468;7.155
43.58483;7.14849
43.58483;7.14849
43.67468;7.155
43.67468;7.155
43.58483;7.14849
43.67468;7.155
43.67468;7.155
43.67468;7.155
43.67468;7.155
43.58483;7.14849
43.58483;7.14849
43.67468;7.155
43.67468;7.155
43.58483;7.14849
43.67468;7.155
43.67468;7.155
43.67468;7.155
43.67468;7.155
43.18182;5.64319
45.17903;4.84624
45.1596;4.84129
45.6006;6.14374
45.17903;4.84624
45.15862;4.84553
45.17903;4.84624
45.17903;4.84624
45.17903;4.84624
45.17903;4.84624
36.625133;-6.375754
39.854407;3.097472
39.947626;4.261761
40.316045;9.043104
37.031298;-7.980162
39.704281;3.104153
39.772263;3.124924
39.736763;3.280191
39.740788;3.183975
39.754036;3.158655
30.985851;-8.21228
42.580099;8.723904
37.242355;-8.237343
39.42;-0.68
39.327393;-5.857215
37.035118;-7.814113
38.635805;0.071463
36.765842;-5.221939
38.632893;0.075338
44.016743;8.191388
39.114726;-0.520781
37.181446;-3.597803
41.360114;2.161705
37.923889;-1.151944
35.168796;-5.268364
41.2875;1.9688
41.364;2.169
42.33904;8.7596
43.17552;5.88885
42.2494;8.75079
42.16624;8.62153
38.775247;-8.627053
47.33944;4.92055
47.14665;0.42626
47.24718;5.0495
47.33718;5.05294
42.53014;3.0232
42.53014;3.0232
42.53014;3.0232
42.53014;3.0232
42.53014;3.0232
42.53014;3.0232
42.53014;3.0232
43.70704;7.21305
42.98504;6.20579
43.45183;6.6139
43.04181;6.1503
43.33397;5.19787
43.21479;5.34288
43.33375;5.19772
43.1294;6.37227
41.89094;8.71579
41.88438;8.83569
42.6746;2.93903
44.0405;1.49152
43.15697;6.42756
43.17552;5.88885
43.57107;3.80442
42.76451;3.06106
42.76451;3.06106
42.58755;2.91308
43.45826;6.54794
43.27071;5.74627
43.17434;5.61025
37.028312;-7.957048
39.86;-5.58
39.86;-5.58
38.84;-6.61
38.87;-6.44
38.84;-6.66
39.86;-5.58
41.035684;0.593525
37.208;-7.435578
36.748135;-5.160882
37.03833;-7.772533
37.208037;-7.435602
41.790283;3.05717
36.533467;-6.206852
39.722953;-6.89347
37.207903;-7.435531
39.981983;-6.536372
43.116667;5.933333
45.466667;7.883333
38.387109;-8.788774
37.041201;-7.958688
41.642918;2.714264
39.137416;9.526739
38.959019;-8.528503
41.346087;1.664436
37.212005;-1.935341
36.589846;-6.210852
37.152217;-2.074994
37.181;-2.131128
37.211801;-1.928751
37.192721;-1.853848
37.212358;-1.92064
37.150565;-2.075836
37.212719;-1.936548
37.182797;-2.120596
37.172381;-2.133401
37.148495;-2.064781
37.200984;-2.19763
37.186674;-2.12196
37.149337;-2.085941
36.890776;-4.662299
36.888612;-4.667493
37.035709;-1.894576
37.144429;-2.052141
36.700385;-4.621507
37.175637;-2.132428
37.175594;-2.131505
37.181494;-2.130852
37.21132;-1.935351
37.146901;-2.072931
36.706239;-4.620555
37.212751;-1.935161
36.712126;-4.621799
37.14817;-2.087779
37.196556;-2.129699
36.824587;-2.063031
37.213235;-1.934828
37.146236;-2.052626
37.180332;-2.131057
37.177327;-2.130629
37.181306;-2.122596
37.212535;-1.928166
37.152953;-2.075728
36.696844;-4.615411
36.70075;-4.614496
37.195806;-1.852235
37.202962;-6.844246
37.212454;-1.935211
36.893027;-4.661854
37.147767;-2.092885
36.699726;-4.626172
37.190764;-2.127715
36.889973;-4.664975
37.181096;-2.130777
36.701364;-4.613804
36.70031;-4.609729
37.179091;-2.127703
36.893501;-4.661483
37.185219;-2.126314
36.770562;-3.786511
37.185216;-2.124737
37.152743;-2.075326
37.145962;-2.053293
37.185674;-2.123267
37.181715;-2.125374
37.201123;-2.196829
37.194781;-1.852521
37.190057;-2.132094
37.194921;-1.852947
37.180495;-2.131066
37.178411;-2.12726
36.702788;-4.617785
37.182577;-2.121297
37.185352;-2.124769
36.169251;-5.4369
37.298549;-1.838084
37.193263;-1.851124
37.195264;-2.124328
37.193899;-1.851712
37.181;-2.123805
36.770426;-3.786644
36.893754;-4.66334
36.708061;-4.624378
36.737867;-5.167512
37.200653;-2.198039
37.173612;-2.13288
37.185291;-2.126313
37.150877;-2.083445
36.69567;-4.617569
37.213633;-1.939003
37.196339;-2.129532
37.174735;-2.132281
37.211809;-1.93167
37.285918;-3.880162
36.709058;-4.619361
37.149361;-2.075085
37.150323;-2.071324
37.182624;-2.130163
36.771903;-3.705017
37.194333;-1.852719
37.176555;-2.129714
37.18854;-2.120699
37.193278;-1.852679
37.188557;-2.120665
36.702281;-4.613319
36.70043;-4.62612
37.150792;-2.068007
37.175102;-2.131973
37.141269;-2.05709
37.183932;-2.120561
37.185728;-2.123266
37.146479;-2.068589
36.446845;-5.261487
36.890116;-4.665012
36.768396;-3.785581
36.698597;-4.624346
36.894071;-4.663875
37.29446;-2.219553
37.148857;-2.091521
37.030079;-2.175405
36.710957;-4.624215
37.153549;-2.075834
37.181138;-2.132726
37.149694;-2.073966
37.200904;-2.197845
36.769749;-3.785494
37.178691;-2.130918
37.185394;-2.124408
37.144849;-2.071042
37.184106;-2.122046
37.196391;-1.852068
36.736887;-5.16688
37.187041;-2.122868
36.701611;-4.623458
37.152835;-2.0768
37.026051;-5.170472
37.184999;-2.12955
36.697104;-4.61883
37.185643;-2.123898
36.926343;-2.298863
37.144705;-2.068735
37.149411;-2.073441
37.212098;-1.940693
37.1872;-2.126077
37.183987;-2.125562
36.707152;-4.625646
37.147135;-2.067129
37.191857;-2.119466
36.702677;-4.625943
37.19582;-1.850849
37.145589;-2.070053
37.184368;-2.122178
36.769619;-3.785975
36.889499;-4.666603
37.195773;-2.129843
37.183569;-2.129983
36.830278;-2.08429
36.89499;-4.663255
36.710263;-4.626159
37.183284;-2.130471
37.145842;-2.052946
37.185555;-2.124237
37.212444;-1.940091
37.148694;-2.071659
37.150334;-2.075107
37.201494;-2.19847
36.700436;-4.623019
37.181447;-2.130627
37.211523;-1.940971
37.152498;-2.075216
36.712103;-4.622179
37.153062;-2.076932
37.201771;-2.198084
37.151942;-2.07663
36.69718;-4.612586
37.183047;-2.13009
37.595959;-6.45672
37.184317;-2.121322
36.70666;-4.618079
37.293733;-2.180095
36.70135;-4.62343
37.184666;-2.122231
37.152642;-2.074043
36.704196;-4.622259
37.189361;-2.119709
37.185584;-2.123223
37.180361;-2.131293
37.176693;-2.131357
36.890038;-4.663563
37.14978;-2.068819
37.150045;-2.069188
37.199695;-2.200235
37.201649;-2.199967
36.852386;-2.329578
36.713567;-4.615873
37.152307;-2.07604
36.704614;-4.617409
37.457863;-7.452954
37.179303;-2.12966
36.696113;-4.618809
36.889893;-4.661012
36.769903;-3.782627
36.700503;-4.61476
37.193809;-1.851657
37.195606;-2.127952
37.201203;-2.198045
37.213057;-1.935022
36.935813;-2.472258
37.17712;-2.130575
37.185251;-2.125807
36.773984;-3.70823
36.440437;-5.146847
36.698174;-4.613748
37.172411;-2.132488
36.710613;-4.619729
36.836597;-5.357198
37.197048;-2.130437
36.700723;-4.613208
37.144475;-2.070449
37.177865;-2.131344
37.180384;-2.130786
37.180526;-2.128047
36.889279;-4.666217
37.178094;-2.127027
37.178055;-2.130249
37.149967;-2.074312
37.009912;-6.384612
37.141341;-2.052619
36.698907;-4.620827
37.211082;-1.934993
37.210198;-1.930892
37.179397;-2.126494
37.196297;-1.850819
37.142925;-2.05234
37.186046;-2.127262
37.17399;-2.135218
37.195308;-1.85293
36.201381;-5.919215
37.193748;-1.850959
36.738721;-5.16766
37.010925;-2.697764
36.889609;-4.661993
36.696963;-4.609917
36.70352;-4.618315
36.708542;-4.624791
37.185213;-2.125559
36.768041;-3.782026
36.695829;-4.613811
37.179598;-2.130457
36.770325;-3.781534
37.193474;-2.123627
37.211548;-1.928619
37.180178;-2.130878
36.705018;-4.614843
36.709777;-4.621525
36.699108;-4.624592
37.178496;-2.131382
36.769209;-3.783943
36.697096;-4.609427
37.14855;-2.085601
36.705807;-4.623815
37.189087;-2.124027
37.195285;-2.127235
36.896429;-4.664173
37.174529;-2.132565
37.214395;-1.932479
36.88967;-4.66149
37.185239;-2.125322
36.736694;-5.167088
36.736755;-5.165208
36.890935;-4.663167
36.710596;-4.625573
36.773382;-3.707911
37.184732;-2.12873
37.153212;-2.076514
37.143901;-2.053713
37.172011;-2.132031
37.196226;-2.128891
37.14471;-2.064839
36.695464;-4.614117
37.144915;-2.053149
36.771144;-3.78301
37.195776;-2.127736
37.193208;-2.118155
37.182212;-2.130461
37.299149;-1.837725
37.180834;-2.130657
37.177677;-2.134083
36.706399;-4.625283
37.185233;-2.124568
37.14978;-2.075688
36.769341;-3.785793
37.180656;-2.13094
36.891863;-4.663894
37.187276;-2.126583
37.179259;-2.12734
37.187195;-2.125334
36.694937;-4.615818
36.76745;-3.781426
37.182694;-2.126163
37.210644;-1.939417
37.184541;-2.132158
37.21227;-1.939834
36.771734;-3.783823
37.14873;-2.067053
37.271204;-7.324073
37.150279;-2.087765
37.149344;-2.063735
37.148518;-2.071121
37.201214;-2.198259
37.192666;-2.120482
37.179854;-2.131017
37.186177;-2.125458
36.699657;-4.614003
37.177267;-2.131047
37.178839;-2.127728
37.211391;-1.935237
37.17653;-2.133691
36.707276;-4.6192
37.150184;-2.068589
37.200724;-2.19921
37.185252;-2.125919
37.196081;-2.128848
36.703648;-4.613527
37.185367;-2.126774
36.700114;-4.622173
36.706288;-4.614914
37.294786;-2.219877
37.150262;-2.073914
37.150536;-2.07676
36.701088;-4.627455
36.889872;-4.664457
36.767754;-3.783188
37.17815;-2.132219
37.201918;-2.199829
37.185129;-2.125076
36.705747;-4.625504
36.709031;-4.625954
36.893621;-4.661923
36.700062;-4.621377
37.174316;-2.133018
37.180137;-2.131521
36.711005;-4.622693
37.20116;-2.197031
36.889471;-4.665435
37.212001;-1.935882
37.153151;-2.075636
37.152382;-2.077593
37.176916;-2.130994
37.185145;-2.12236
36.431028;-6.14761
37.595891;-6.456592
36.698325;-4.622527
36.892333;-4.662468
37.215071;-3.215362
36.727334;-4.865275
37.181078;-2.130699
36.706801;-4.616302
37.200907;-2.200989
36.708443;-4.622147
37.148353;-2.072992
37.179477;-2.131179
37.177246;-2.130574
36.706054;-4.615536
37.19386;-2.12226
36.700989;-4.617523
36.70334;-4.614942
37.149203;-2.071135
37.174911;-2.13175
37.177219;-2.130619
36.713137;-4.615696
36.890325;-4.664893
36.770348;-3.782139
36.88938;-4.661607
37.149726;-2.074597
36.89594;-4.66497
36.698747;-4.614644
37.152438;-2.076771
37.189872;-2.130305
37.470125;-7.471173
41.277399;9.035634
39.794165;2.699346
42.587856;8.804593
42.559151;8.75267
42.548286;8.743516
43.037775;9.818082
43.830285;7.654481
43.820914;7.663475
42.581741;8.894792
42.58884;8.904402
42.559151;8.75267
42.607906;8.861437
39.917695;8.492749
39.33989;-5.477097
37.310642;-8.791222
37.207853;-7.43551
42.056313;-8.382913
39.652532;-8.616403
42.153054;-8.19808
39.610925;-8.42773
42.018092;-8.389034
39.504462;-8.529586
39.471765;-8.524502
38.958635;-8.529717
39.4142;-8.483521
38.132458;-8.483547
39.458827;-8.427937
39.75316;-8.464033
39.652422;-8.617933
39.635167;-8.678663
38.763678;-8.629931
39.290316;-8.522204
39.636869;-8.670119
39.585482;-8.524997
39.652504;-8.612041
37.111957;-8.352547
39.464553;-8.522693
39.835263;-8.48088
39.657854;-8.687056
39.927219;-8.630671
39.417409;-9.199564
41.008201;-6.942766
39.718496;-8.546216
41.008658;-6.944711
39.926116;-8.329542
39.636903;-8.67001
39.688469;-8.545529
39.292586;-8.522886
39.288706;-8.519711
39.713916;-8.541695
39.719765;-8.476938
39.719818;-8.476833
39.661085;-8.589185
39.504465;-8.529386
39.29028;-8.522478
39.648467;-8.629201
39.652929;-8.619283
39.698082;-8.540115
39.629104;-8.53058
39.292297;-8.522837
39.587513;-8.52451
39.724522;-8.564219
41.297066;-7.741107
39.663495;-8.511862
40.013732;-8.583549
39.719572;-8.47725
39.719915;-8.476388
39.47991;-8.528363
39.661135;-8.589185
39.683754;-8.550627
39.657976;-8.687069
39.385352;-7.376736
37.077809;-7.974681
39.890129;-8.62608
39.717685;-8.546853
39.62151;-8.441329
41.008892;-6.942778
39.627706;-8.545494
39.504521;-8.530108
39.289085;-8.513781
39.28892;-8.514867
37.605677;-8.248926
39.63966;-8.684961
39.596515;-8.582687
39.685883;-8.560637
39.480057;-8.528433
37.101085;-8.374095
37.086537;-7.971275
39.637151;-8.670407
39.631438;-8.667833
37.177158;-7.408431
39.646713;-8.619675
39.680699;-8.547185
37.01991;-7.861963
39.646951;-8.621447
39.471093;-8.524323
39.71349;-8.474198
39.791528;-8.473032
39.713769;-8.541622
39.641866;-8.685304
37.144555;-8.607709
41.056522;-6.903855
39.290076;-8.521607
41.514488;-7.787235
39.657792;-8.583882
39.642327;-8.674362
39.457593;-8.420744
39.617054;-8.620019
39.718607;-8.550037
39.680871;-8.548876
41.523109;-7.794823
39.665418;-8.547433
39.652021;-8.608992
39.680471;-8.547274
39.621011;-8.441202
39.288965;-8.515515
37.091512;-7.944619
39.383445;-7.380809
39.706279;-8.527619
37.128245;-8.768638
39.774073;-8.465659
39.63149;-8.667958
39.688573;-8.545618
39.79432;-8.470995
39.646997;-8.622578
39.688201;-8.546076
38.539525;-8.912621
38.567533;-8.732625
39.621961;-8.441309
39.683584;-8.550263
37.723079;-8.785751
39.575167;-8.599375
39.102219;-8.577006
37.121979;-8.380913
37.365287;-8.835272
40.042493;-7.014158
37.101388;-8.373684
39.67805;-8.591163
37.229241;-7.425305
40.664268;-8.328036
37.102171;-8.36905
39.664472;-8.546027
37.113312;-8.367828
39.641317;-8.409868
37.031638;-7.819542
37.120699;-8.384995
39.880666;-8.864694
39.79409;-8.47079
39.718759;-8.550143
39.678012;-8.591135
37.129012;-8.355515
38.898306;-9.432896
39.623235;-8.440756
37.103681;-8.236508
38.476044;-8.593651
39.641317;-8.409868
39.652008;-8.383141
39.787059;-8.808827
39.867884;-8.909299
37.644856;-8.698939
39.775854;-8.788612
37.085808;-8.281437
37.074713;-8.094777
39.866074;-8.496998
39.450931;-8.792118
40.736829;-7.751918
38.521255;-8.879742
39.878082;-8.867064
39.73067;-7.762617
40.96371;-7.208462
37.232758;-8.132535
38.891645;-9.416792
38.540859;-8.911527
39.659404;-8.579861
37.01695;-7.993079
38.76235;-9.461071
37.081429;-7.963887
39.945854;-8.577333
37.154021;-7.796174
37.633;-6.14375
41.821436;3.156974
42.521729;3.111328
30.425983;-9.624408
39.787235;3.099003
41.140209;9.481155
39.76936;3.023472
39.772263;3.124924
39.772263;3.124924
39.749699;3.193417
39.736763;3.280191
39.850655;3.118439
39.877205;3.016262
39.754036;3.158655
39.69619;3.352332
39.772263;3.124924
39.843079;3.117542
39.772263;3.124924
39.735771;3.228264
40.153687;-5.85434
38.91222;-1.87799
36.521155;7.702299
39.88733;4.25962
35.397251;-6.001066
39.175149;9.38355
42.533166;3.077835
34.257217;-6.670761
37.033019;-7.815495
44.316376;9.175821
43.856426;7.802613
44.134792;9.684764
41.637724;2.695707
38.959192;-8.079889
39.204529;9.564567
43.037775;9.818082
43.037775;9.818082
41.472427;2.215555
41.472427;2.215555
41.472508;2.22753
41.463338;2.20369
41.472261;2.191604
41.463338;2.20369
41.472427;2.215555
41.463338;2.20369
41.463338;2.20369
41.472344;2.20358
41.472344;2.20358
41.481673;2.251377
41.472427;2.215555
41.472344;2.20358
41.472344;2.20358
41.472344;2.20358
41.46342;2.215663
41.472344;2.20358
41.48175;2.263354
41.46342;2.215663
41.46342;2.215663
41.46342;2.215663
41.46342;2.215663
41.490679;2.251273
41.46342;2.215663
41.463254;2.191716
41.463338;2.20369
41.46342;2.215663
41.463338;2.20369
41.481673;2.251377
41.46342;2.215663
41.463338;2.20369
41.463338;2.20369
41.46342;2.215663
41.463338;2.20369
41.46342;2.215663
41.463338;2.20369
41.472508;2.22753
41.481673;2.251377
41.46342;2.215663
41.481673;2.251377
41.48175;2.263354
41.46342;2.215663
41.481673;2.251377
41.48175;2.263354
41.472508;2.22753
41.48175;2.263354
41.472427;2.215555
41.481673;2.251377
41.472508;2.22753
41.490757;2.263252
41.481673;2.251377
41.481673;2.251377
41.481673;2.251377
41.472508;2.22753
41.490757;2.263252
41.490679;2.251273
41.472508;2.22753
41.463501;2.227637
41.472508;2.22753
41.481673;2.251377
41.472508;2.22753
41.463501;2.227637
41.472508;2.22753
41.481673;2.251377
41.472508;2.22753
41.472427;2.215555
41.490908;2.287209
41.481673;2.251377
41.472508;2.22753
41.472508;2.22753
41.481826;2.275331
41.481673;2.251377
41.472508;2.22753
41.463501;2.227637
41.481673;2.251377
41.481673;2.251377
41.481673;2.251377
41.463501;2.227637
41.481351;2.203469
41.481514;2.227423
41.490757;2.263252
41.472508;2.22753
41.472427;2.215555
41.472508;2.22753
41.499763;2.26315
41.490833;2.275231
41.472508;2.22753
41.472508;2.22753
41.481433;2.215446
41.490757;2.263252
41.481826;2.275331
41.472508;2.22753
41.490833;2.275231
41.499763;2.26315
41.472508;2.22753
41.490757;2.263252
41.481514;2.227423
41.472508;2.22753
41.472508;2.22753
41.481514;2.227423
41.481514;2.227423
41.490757;2.263252
41.490757;2.263252
41.490757;2.263252
41.46342;2.215663
41.481673;2.251377
41.46342;2.215663
41.46342;2.215663
41.472508;2.22753
41.472508;2.22753
41.517541;2.226995
41.481673;2.251377
41.472508;2.22753
41.46342;2.215663
41.463501;2.227637
41.463501;2.227637
41.463501;2.227637
41.46342;2.215663
41.463501;2.227637
41.490679;2.251273
41.490679;2.251273
41.46342;2.215663
41.463501;2.227637
41.3134;-6.409
39.9144;-4.0543
38.471272;-0.323467
34.4642;9.2631
38.0198;-0.6751
41.861555;3.150422
42.62032;9.411278
39.979088;3.97211
44.258404;8.4257
37.003106;-3.039653
39.463391;-6.352794
41.412353;1.910156
41.404148;2.210656
41.369016;2.094451
41.378288;2.038691
44.097947;9.7378
30.094082;-9.164151
41.160998;-7.59658
44.133404;9.68591
38.716496;-9.230138
39.513976;-8.548629
41.570972;-7.289771
38.371483;-8.517585
37.084936;-8.732594
41.026312;-6.940306
37.08032;-8.269867
37.082512;-8.777315
40.207185;-8.405614
37.668772;-7.500014
38.446206;-7.379418
38.989842;-8.706963
38.446078;-7.37847
38.969172;-8.51575
38.446063;-7.378523
38.736359;-7.242394
38.154615;-7.457176
38.148343;-7.442621
37.238713;-8.012063
37.070047;-8.004381
38.724277;-9.140655
37.068399;-8.005984
37.672306;-7.503041
37.101839;-8.365481
37.632032;-7.810682
42.115032;-8.260275
37.163074;-8.246776
37.85008;-8.791896
41.39798;-6.367319
37.385951;-7.727601
37.474654;-7.694969
37.175578;-7.479134
37.101357;-7.80706
37.076038;-7.799733
37.178391;-7.469113
37.249697;-7.463631
37.094774;-7.799183
37.100063;-7.812374
37.437669;-7.685593
37.063049;-7.752596
37.170915;-7.501359
37.048563;-7.759389
37.067297;-7.752637
37.216393;-7.467556
39.827094;-8.723417
37.210664;-7.466019
37.183863;-7.484677
37.1787;-7.522494
37.158724;-7.546681
37.184554;-7.494886
37.182435;-7.50568
37.188763;-7.505554
37.019444;-7.796538
37.164942;-7.541912
37.163891;-7.520809
37.165094;-7.521261
37.196446;-7.482835
37.186717;-7.484257
37.183023;-7.491098
39.979613;-8.5733
39.992475;-8.548623
39.649876;-7.407272
39.426895;-8.901544
39.4772;-8.533386
39.471306;-8.526349
38.704405;-9.168061
37.038968;-7.893534
37.365318;-7.965631
39.32552;3.002819
37.830383;-5.241709
39.616737;-6.815677
37.027047;-7.95738
41.847046;3.133069
36.867312;-2.490723
44.132661;9.688083
35.169525;-5.255638
36.834047;-2.463714
43.68972;5.1668
43.68743;7.32079
41.045394;8.254012
39.532541;8.60754
39.637242;-6.360912
44.185481;8.406397
37.017941;-7.996888
36.647316;-4.600483
43.282469;5.370001
31.629472;-7.981084
39.413528;8.463111
44.322203;9.144919
44.391666;8.656161
44.251454;9.407601
37.185139;-7.43277
37.024708;-7.982683
37.025204;-8.012252
39.899158;8.404041
39.064462;8.456207
39.772263;3.124924
39.743229;3.289976
39.736763;3.280191
39.754036;3.158655
37.052444;-2.395119
39.772263;3.124924
39.772263;3.124924
40.361191;-8.460674
40.836348;-7.770548
38.380535;-8.788202
38.484067;-8.961812
42.06741;-8.362086
41.153509;-8.643511
40.043074;-7.015627
37.206514;-8.008151
37.132591;-8.549162
37.178612;-7.421093
37.0794;-8.91181
40.266611;-7.985308
37.365181;-7.981631
37.344551;-7.994417
37.142374;-8.566746
36.748325;-5.158081
39.830555;9.680672
