latitude;longitude
37.85648723;12.7116156
44.71090665;5.25459806
37.84114476;12.76746417
44.66432988;4.455146951
44.73578445;5.297190787
44.72730142;5.28857691
44.76739146;5.128767633
44.73633506;5.274087776
44.85912964;7.389301243
44.76393605;4.867345166
44.92813391;7.350973749
44.76388405;4.702111183
47.56467835;18.7218875
44.72420459;5.258572371
47.15061891;22.88593629
47.14547804;22.99622696
47.21207527;22.41650002
47.25548726;22.04597188
47.23830387;22.2723944
47.57140262;18.80580274
47.21477;22.48810395
47.25527158;22.06611703
45.24772724;4.766967764
45.24308453;4.782885586
47.24459011;22.24417702
45.26512248;4.776160147
47.25946222;22.09039733
45.26289238;4.787217169
45.30491185;4.757937104
45.29066932;4.779240716
47.21844034;22.34330297
45.21718458;4.775769623
47.22890628;22.23073972
45.19845632;4.774235326
45.23452963;4.777440557
45.2293859;4.790075947
47.44962884;19.88101433
47.13445534;22.84226221
47.20805884;22.29949219
47.21132288;22.20598945
47.48295691;19.60428949
47.21945904;22.21270648
47.25294979;22.00481038
47.16687163;22.72799725
45.10232929;4.833833036
45.07688991;4.848623974
47.50061832;19.56164742
45.15122888;4.8082194
45.11560042;4.829544537
45.18736851;4.778295087
45.18231664;4.77033567
45.19010284;4.736508188
45.06154828;4.89419688
45.07154156;4.901406517
45.05870314;4.877198715
41.49566487;0.823734908
41.60759093;1.134946155
44.6783503;5.475202252
44.61134702;4.472607019
42.5521468;9.47318966
44.6921003;5.458381532
42.55522472;11.24122438
42.54470448;8.783058555
41.58490113;1.123542242
42.58975207;11.19040494
41.55682876;1.034084654
42.56917774;8.920806281
41.59369606;1.106416564
44.68966482;5.270354072
42.59481555;8.954877207
41.58994614;1.156049584
44.69414678;5.437179982
42.59004889;11.21780202
41.5998327;1.083880862
44.69126828;5.223243829
41.60848629;1.167362468
44.68854581;5.193517575
41.61426534;1.151104509
44.71020931;5.384120436
41.60761816;1.107650344
44.68662447;5.157532036
44.70400992;5.291292647
44.70197185;5.24348613
42.37276233;-2.435734012
43.49859831;4.135607045
42.37358243;-2.450031287
43.51788128;4.745490397
41.03401589;0.087747563
42.42842092;-1.911495086
42.36904525;-2.370506074
42.59136525;11.230614
41.01792112;-0.815744357
42.37535329;-2.381614243
42.59052792;11.30567974
41.00963936;-0.815646069
42.39732819;-2.175519682
41.0219419;-0.833582123
42.40803527;-2.130666643
42.58323924;12.18063917
41.46894342;0.835001816
41.01356184;-0.836786778
42.37648289;-2.361251962
41.46635947;1.048409033
42.47043162;-1.617209395
42.35445918;-2.505609907
43.42945074;3.008232666
42.51582476;9.451937087
43.47488772;3.749780777
42.50030994;8.77845749
41.46961445;1.15878169
43.55893198;5.272437328
42.51758649;9.465878276
41.45114743;1.213050215
43.42425597;2.970863813
42.50492485;11.53175257
41.47527617;1.168487146
43.43640941;3.024801271
44.59168359;4.415027551
42.52643508;8.820768761
41.47356001;1.208164917
43.49517293;4.188665299
42.52232464;8.802239494
41.47726564;1.193431733
43.42879794;2.937887872
44.57381507;4.383879637
41.47969323;1.180521972
43.43295028;3.040416814
44.68502504;7.370083962
41.4861576;1.204585162
44.5990106;4.397103033
41.48485276;1.18883169
44.57943854;4.477949151
44.66289144;5.368882924
41.12390248;0.039845518
44.71970265;7.35501785
41.11687135;0.035455838
41.15843908;0.067727454
42.45094677;-1.637589018
41.75509438;0.197003403
43.40880902;2.990058165
41.03760518;-0.827847097
42.44601639;-1.654054997
41.92397769;1.099617227
42.39544098;-2.16693263
41.87076447;0.649421655
42.36308914;-2.352611722
42.51460842;12.24684993
42.35851861;-2.395027458
42.49879694;12.4433348
42.39431306;-2.091509676
42.52189383;12.40433449
43.43263667;3.07694989
42.43996211;-1.685879257
42.5238912;8.77431329
42.3442204;-2.471058433
42.45654464;-1.586045322
42.39407338;-2.132669987
43.47000354;3.737584593
43.60350055;6.603220606
43.60970611;6.706924162
43.4888478;4.203892816
42.39310014;-2.343327942
43.54717578;5.156918223
45.83288526;-0.361248644
42.42845509;-2.131215522
43.50065994;4.271065124
45.84562236;-0.23404494
43.4142816;3.053473061
43.47047473;3.797361477
43.45335613;3.057507343
45.82488611;-0.261959477
43.44561802;3.034053844
45.83209304;-0.243018127
43.60349204;5.742403023
45.83895419;-0.199894349
43.56841974;5.053433946
41.02894588;0.052016604
45.80219782;-0.427347031
41.62243316;1.132986858
45.85643822;-0.047360841
41.62133501;1.191208623
45.80974267;-0.530234123
45.83939769;-0.219161636
45.83424364;-0.320789494
42.42200847;-2.221297354
42.39037318;-2.443987712
42.50208539;-1.549178073
42.44298523;-1.995942261
42.45138183;-1.982595514
42.49274785;-1.582537742
42.40832279;-2.351828614
42.48692278;-1.609491195
43.58503038;5.317270565
43.52189936;4.249040847
41.71914186;0.963076736
43.49394445;3.629766921
41.65943634;0.511113203
43.51007334;3.8563244
42.4086263;-2.150965395
41.68975995;0.309078926
45.83532823;-0.183469261
41.67706038;0.47487301
43.51339539;3.883976756
45.81192657;-0.412719128
41.80187631;0.916512918
41.71188193;0.279331396
45.81882767;-0.391684816
41.82073282;0.924485636
41.73329358;0.25666708
43.57609356;5.49114689
45.83271986;-0.16668849
43.55041787;4.993479815
45.84229712;-0.084294101
42.39201098;-2.409241836
43.47662695;3.768305176
45.8361839;-0.14841844
45.8041333;-0.510623289
45.79403539;-0.541226676
45.81508356;-0.425505593
45.84338154;-0.110835885
48.44211555;21.69979869
42.3848259;-2.327486652
42.42815893;-1.97539134
42.41390021;-2.164579773
42.48708589;-1.555736796
42.38958975;-2.393444704
41.40245319;1.190792725
42.41511627;-2.19079663
41.39269053;1.072956123
42.45097807;-1.805961622
41.42156015;1.270816179
42.49932806;-1.479190573
41.4146889;1.222469782
41.39389111;0.937215109
43.44187451;3.070364711
43.48055943;3.683203209
43.42314346;2.912768453
42.21838864;9.472276024
43.59586699;5.82080352
41.38737628;1.210787141
43.47572298;3.475715451
42.23693579;9.512997628
43.50582804;4.16435787
42.22618796;9.480222548
41.40309671;1.230191442
41.40135652;1.208554295
43.48497981;3.619741891
41.39944658;1.137928344
41.4104468;1.275384505
42.24512511;9.503572907
42.24315211;9.479074493
42.26647761;9.507179389
42.25166128;9.520431601
41.36214359;0.918631595
42.29502877;12.34592821
41.37468595;1.033498054
42.27982997;9.552547281
41.39889356;1.253460117
41.3777328;1.046468681
42.35245798;12.44310623
41.38389732;1.028565369
41.3792653;1.074847225
42.14724101;9.402070535
42.14005557;9.511660534
41.36644806;1.017655491
41.36887898;1.154998481
41.38120802;1.177656589
41.3684905;1.047953436
42.15126107;9.425508931
42.14691587;9.462858249
42.17110584;9.410836444
42.15860681;9.505391595
41.45770979;1.115633563
42.18119533;9.499236245
41.42001854;0.754579068
42.19550939;9.495794823
42.21903274;9.523680696
41.46003145;1.126081854
42.21107668;9.458005584
42.44040889;12.5169878
41.43252772;1.1657528
42.47113552;9.200509097
45.73142134;-0.884225566
42.47609218;9.495864856
41.42458853;1.076984129
45.81362153;-0.070973784
42.47377554;11.45276378
41.43870131;1.2419517
45.80392962;-0.054761248
42.47326851;11.46745773
41.44164973;1.078486677
45.81894261;-0.024859995
41.44351396;1.258415265
45.81185902;-0.123419894
41.44910843;1.099776311
45.79900541;-0.243534267
41.43492716;1.147655063
45.80150593;-0.123115168
45.75912865;-0.415711131
45.76159;-0.596928774
45.79410423;-0.247558925
42.48329472;8.817773721
42.48281805;8.798646182
42.49428402;9.499295786
42.48651836;8.779041892
41.43473237;1.230204906
41.41551998;1.166018293
42.49316136;11.25851007
41.42356643;1.124161111
41.42342573;1.116592806
42.4251213;9.534274936
45.80982581;0.034465886
42.35700093;12.40596658
41.4184511;1.20823899
45.80682183;0.006680681
42.43230654;9.202471923
41.40897661;1.106405644
45.75565344;-0.461783001
42.42543504;11.3928947
41.40168079;0.937796562
45.78760061;-0.191433568
41.41850598;1.242468945
45.79799589;-0.148925235
41.43117061;1.24875193
45.78920039;-0.221428587
41.39740434;0.971102916
45.70647216;-1.051566206
45.78577862;-0.112032431
45.78925183;-0.152597926
45.76590772;-0.384001481
42.42864783;11.45085979
42.43038583;11.41284389
42.44653922;9.529570593
42.42519408;11.4309
42.43650459;12.50312077
42.45081098;11.74335171
45.79118624;-0.488789773
45.84029861;-0.010043642
45.8172955;-0.237883488
45.80822294;-0.392488196
45.78781629;-0.507073585
45.80856262;-0.193591132
42.05214905;9.433615845
45.8187222;-0.220114926
42.04736067;9.419050491
45.8043895;-0.341427372
45.82359152;-0.131901933
42.05189052;9.386884766
39.91698559;-1.330591573
45.83247356;-0.055393108
41.95064832;8.739686614
42.00641429;12.132467
41.97491419;12.08760145
42.01308772;12.06118996
42.02203799;9.427665194
42.04462956;9.351831228
42.0452641;9.410224446
45.81018436;-0.1478367
45.7939527;-0.352962448
45.79673847;-0.380959963
45.74944132;-0.871713974
45.75617031;-0.819550667
43.49046193;3.597801826
43.56877971;4.701726833
43.48336134;2.988647912
43.46303486;3.059685316
45.77326882;-0.514662578
41.92247364;8.869252711
45.80288574;-0.261324201
41.91841948;8.873467636
45.78016484;-0.414429162
41.94224888;8.779451881
45.80704198;-0.222365173
41.93887436;9.387430458
45.82180804;-0.085677006
43.51082654;3.792200258
43.61089618;5.667172154
43.44755497;2.991689368
43.4952092;3.568750046
43.52852237;4.179664239
43.59845374;5.401847203
41.87668124;9.391473577
41.85562892;9.395860149
41.90549556;8.854328269
41.88539974;9.384053709
41.92275073;9.376575881
41.90885426;8.836053181
42.09461385;9.426073584
43.87932905;0.111190397
44.0354514;1.915869915
43.87473639;0.024419834
43.58715037;5.178483368
44.04173222;1.925936293
43.58424528;5.150118315
43.85402317;-0.144872184
43.60822788;5.680546897
43.90344826;0.315832551
43.59495568;5.34630105
43.89318662;0.173385173
43.85776702;0.146654465
43.58434867;5.118466747
42.13355875;9.433749987
44.03358434;1.904016307
43.45493038;2.945188778
43.60718708;5.802111609
42.11579865;9.536810364
43.6091549;5.693157345
42.10678902;9.442235173
43.59414144;5.36220234
42.11639613;9.406283504
42.11860199;9.417084546
42.12680345;9.415393001
42.12271011;9.433624
42.13648345;9.476575682
42.13343562;9.453900846
43.94000873;0.670501176
43.85556627;-0.058498692
43.84604145;-0.133548328
43.86873275;0.076724928
43.85039155;-0.125158464
43.85997181;-0.022863779
44.02410083;1.832343613
43.85459817;0.011893864
43.85107645;-0.102705648
42.10616894;9.404885482
42.10085134;9.412938542
42.07399762;9.456349336
42.06390504;9.447568461
42.08473993;9.453782585
42.08017345;8.800476576
42.09419127;9.478977099
42.07392828;9.38812996
42.09264461;9.516956288
42.08887563;9.403823063
44.02635357;1.963606532
43.89174442;0.305449608
37.74233516;13.29116086
37.70784337;13.83913825
37.72677312;13.82649538
37.74805497;13.1634457
37.76911019;12.45869934
43.8780388;-0.170016534
43.89861292;0.068925499
43.94018042;0.450324588
43.90827116;0.12081683
43.91124866;0.087931964
37.65617642;14.91274183
44.06575953;1.880552662
37.74143706;13.13628005
43.92829412;0.271839094
37.72790482;13.4146463
37.75841956;12.72746768
37.74033832;13.05124182
43.94506755;0.577506564
43.89489926;0.095219072
43.90005356;0.128414432
37.70109033;12.53761777
37.71003447;13.42686922
37.72332985;13.06610761
37.72723612;13.11446286
37.73407696;12.93767331
37.72974248;13.03680717
43.88311681;0.076430126
44.02533058;1.660066481
43.85716717;-0.231954206
44.03465906;1.842219522
43.87027347;0.039364001
44.05207599;1.932807993
43.90850921;0.341579754
37.72008491;13.00647291
43.87291168;-0.041986278
37.70628033;13.09338818
37.71276053;13.16698882
37.7324665;12.49017697
39.8421464;-1.279963099
39.85226826;-1.067190227
43.8896386;0.110888733
43.87288761;-0.062059383
39.88859537;-1.044199648
39.81029358;-1.680349543
39.86758531;-1.359010496
39.86891996;-1.30118081
39.90888541;-1.043243585
39.87333903;-1.319736533
39.89592332;-1.342400751
39.89958834;-1.304668956
39.87338074;-1.022966614
39.71501893;-1.489365475
39.73995723;-1.24211366
39.74956453;-1.225894539
39.75529433;-1.204620244
39.75657472;-1.260820802
39.72916696;-1.475126675
39.83352919;-0.970069398
39.77828598;-1.26092548
37.79843317;13.00503574
37.79153551;13.03554075
37.81709438;12.49441804
37.78582106;13.24370223
37.68765776;14.81982121
37.75099927;13.12817244
37.77212861;13.00630315
37.76338016;13.10518879
37.79412956;13.04731708
37.78245189;13.01321434
37.67017307;13.02873085
37.6653176;12.99390532
37.67478603;12.8592309
37.67195894;13.05630161
38.70707363;-1.721496295
37.68645231;12.96808804
38.82321572;-0.668622402
37.62509752;12.89848256
38.8417562;-0.575551807
43.83558663;-0.16491909
37.65748125;13.89366154
38.71951643;-1.554687016
37.69300089;12.84915846
38.71984734;-1.451348189
43.84263893;-0.115241858
38.76548197;-1.258525038
44.01735322;1.891124563
43.82888492;-0.255380745
44.00361159;1.917630906
44.03264725;1.994759039
44.02477053;1.944307619
38.70802423;-1.764429648
37.66316214;12.73447983
38.73474084;-1.55986808
38.73667793;-1.5357533
38.81714155;-0.853995634
38.81695415;-0.814694559
37.68755433;13.05996203
43.86431767;0.05187297
49.6723626;10.10305199
43.86663759;0.089511824
37.62791467;12.83262502
43.90080472;0.4299898
37.61485302;13.0765146
37.61300241;13.37650124
37.6223025;13.10373637
38.77787331;-0.801688012
37.64360818;12.68700546
38.79331078;-0.854830799
37.628525;13.09174166
38.81250173;-0.738951989
37.60379883;13.41680234
38.75299667;-1.251749851
37.64205004;12.72558815
38.79050286;-0.900253687
38.79154089;-0.92739005
38.83744619;-0.563932132
38.73136087;-1.493319774
38.7114312;-1.240537059
38.82401793;-0.686717546
38.80729002;-0.830488495
47.5261417;22.91792719
37.64609844;13.1342875
47.80965252;20.14392334
37.63495493;13.01235434
37.7178022;12.74956725
37.71521916;12.87699186
37.68042205;13.96412458
37.71773799;12.92561856
37.7119673;12.89797829
37.71527312;13.12518876
37.71940535;13.02112508
37.70247382;12.93532679
37.71856151;12.47866854
37.68270104;13.80267755
47.81321638;20.08253397
47.80263646;20.07165926
47.81633123;19.95064185
36.78077954;-3.224036216
36.86466106;-2.577934066
47.83492312;19.77830756
37.69656139;12.99771837
36.81184588;-3.292227199
47.83168463;19.83449532
37.70310235;12.78234453
36.79720301;-3.271749054
47.78915438;20.37560637
37.7023828;12.96682825
47.81087936;19.9032981
37.69841755;12.97820857
38.71539969;-1.630292494
47.79800695;20.31162511
37.70568693;12.76221174
38.75464779;-1.372525814
47.79620969;20.3597751
37.69214233;13.04293816
38.74621273;-1.433980462
47.85019564;19.75398872
37.71139949;12.99475782
38.72416802;-1.66808575
36.8350601;-3.210084694
47.51463212;22.98951883
37.70119007;13.06467381
38.85182235;-0.582541707
36.84919643;-3.210865315
36.8445901;-3.200745767
37.65325423;13.06643035
37.69474284;12.90947544
38.76333003;-0.905420972
38.69296271;-1.396030372
37.45087827;13.50173027
38.71142276;-1.297214285
37.41216004;14.54137771
38.74534368;-0.958460066
37.43339713;14.04645928
38.76359038;-0.86189336
37.46045063;13.93551427
38.64489128;-1.824418977
37.45809062;13.86534693
38.66232352;-1.71741425
38.6713769;-1.636321282
38.75688225;-0.963268741
38.6716184;-1.485708755
38.69147969;-1.507338093
37.46539406;13.95236902
37.4562902;13.91170467
37.48717479;13.4654605
37.43820618;14.61195239
38.66122376;-1.621484763
38.74366038;-0.8730987
37.49326996;13.34509933
38.7190305;-1.192681186
38.71659048;-1.093013966
38.70605044;-1.20182952
38.69779005;-1.133174153
38.64378132;-1.675102277
38.74580689;-0.884383165
38.63666025;-1.843875414
38.74452693;-0.914695502
49.09235467;4.085278819
49.06011805;3.64616177
49.0941318;4.063974076
49.06940612;3.986058571
49.06968611;3.758263495
49.10152879;4.218282575
47.4578861;22.90000169
49.07039121;3.543688401
47.78429009;19.76344061
49.07296814;3.662142356
47.76420581;20.0152462
47.76121382;19.96108597
47.88278763;18.67513452
47.47527881;22.76371827
37.57383517;12.99001483
47.7788702;19.80544197
37.51154683;14.81855185
37.58161542;12.72807021
38.73776647;-1.302171249
47.77372619;20.0227497
37.57951679;12.96300108
38.80731474;-0.707158326
47.7813087;19.8810865
37.59071689;13.00076881
38.742135;-1.264784777
47.55581958;22.2107355
37.60428982;13.09781032
38.78723539;-0.870835773
47.49342328;22.72928997
37.58647799;13.02481848
38.81188898;-0.691754197
38.81632427;-0.66367491
38.70603613;-1.612104806
38.78409792;-0.947474077
49.0684597;3.729179714
49.10158985;4.099075267
38.68148097;-1.822338695
38.79574884;-0.874084377
38.78668311;-0.888504176
49.05011459;3.709810051
49.04640249;3.488177438
49.07413408;4.103413852
49.05069618;3.528601435
49.05725811;3.605676581
47.40667996;23.17847828
37.60648241;12.81273967
49.03833083;3.362153689
47.74435327;19.83935714
37.6207211;12.696614
49.05835321;3.629897878
47.85734225;18.71315214
47.76274562;19.7900302
37.61846751;12.9599703
47.41648682;23.17283001
38.79630596;-0.739025591
47.75136647;19.97496239
47.76679659;19.89186249
37.44966889;14.58740636
37.48489928;13.61828419
38.69206214;-1.553045153
47.53720926;22.13037783
37.47250893;14.26122781
38.72104418;-1.288590202
47.77348351;19.83097416
37.46267553;14.24423406
38.67078604;-1.574523838
47.77491786;19.86531563
37.46148131;14.88962
38.6592039;-1.821106466
47.75623495;20.0005842
37.4641203;14.27542854
38.80008359;-0.654183415
38.79694433;-0.683597969
38.69378679;-1.628005761
38.77721055;-0.869238082
49.06027727;3.528017164
49.06866436;3.820371319
49.07582345;3.784047366
38.77674286;-0.903201403
38.8069337;-0.665191775
47.77449153;19.98655941
37.56843065;12.68085832
47.80143271;20.04436823
37.53426221;13.4037878
47.49244104;22.84052617
37.55367334;12.99571186
47.80927375;19.99208305
37.58042292;12.65406705
38.64075496;-1.438382263
38.68518528;-1.083249301
38.65406414;-1.333620617
42.35549118;-1.954133706
38.64404675;-1.403010787
38.66186169;-1.301322118
42.33147971;-2.289336119
47.80225834;20.10451067
38.63030218;-1.580991717
42.3633429;-1.985068301
42.3375541;-2.288784595
47.82349719;19.81421032
42.34755179;-2.126074782
47.50107498;22.95445184
42.35699798;-2.147702446
47.82544665;19.86847004
42.37980421;-1.907776017
47.79197156;20.20976975
47.80681804;20.02470637
47.80770315;20.09170736
38.67383604;-1.141761232
38.61174109;-1.564541899
38.60827299;-1.714238626
38.69943414;-0.937133371
49.05864198;3.461884007
49.09200342;4.157669876
49.08440802;3.495363328
49.10072401;3.916082201
42.33303214;-1.88734853
49.08823792;3.855850103
42.38255292;-1.960954236
49.07385916;3.578035886
47.78266301;19.94937178
49.09215826;3.636396155
42.36711425;-2.098930809
47.8570697;19.11755159
49.09481303;3.605255143
47.81483311;19.70864412
